@RELATION comb2_new2

@attribute rape numeric
@attribute kidnapping numeric
@attribute dowry_deaths numeric
@attribute assault numeric
@attribute insult_to_modesty numeric
@attribute domestic_cruelty numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186}

@data
8,38,15,17,0,33,152
9,42,17,21,0,29,152
22,47,8,13,0,35,152
17,59,8,26,0,33,152
85,47,82,71,35,106,153
73,61,83,65,13,66,153
47,40,50,53,36,37,153
72,83,71,73,34,79,153
51,86,70,72,31,142,153
47,68,58,68,34,83,153
67,84,61,69,20,119,153
53,129,77,47,21,110,153
61,144,75,74,47,84,153
11,109,45,54,0,111,153
66,202,60,131,0,138,153
49,224,45,94,0,125,153
95,256,63,211,0,130,153
5,6,12,9,4,5,154
5,5,8,8,8,8,154
5,4,11,7,15,6,154
6,12,11,9,14,9,154
8,5,10,6,20,11,154
8,3,10,14,32,9,154
16,8,11,21,35,23,154
26,24,20,38,37,30,154
25,25,11,16,20,36,154
21,20,20,13,0,16,154
19,21,8,21,0,16,154
21,28,17,18,0,21,154
32,17,13,22,0,12,154
1,7,9,3,3,23,155
0,2,4,1,1,18,155
2,1,5,2,3,9,155
3,1,13,2,5,21,155
1,2,8,3,17,31,155
2,4,9,6,14,19,155
1,5,14,9,2,29,155
2,9,11,2,6,16,155
3,5,10,9,7,24,155
1,9,11,3,0,8,155
2,6,11,3,0,10,155
4,18,7,6,0,13,155
10,18,13,15,0,19,155
29,35,38,34,17,153,156
23,28,20,22,15,66,156
18,19,19,10,81,38,156
18,31,17,21,32,53,156
16,24,14,14,21,38,156
25,26,23,21,23,55,156
34,47,21,30,13,57,156
25,49,12,26,19,43,156
16,63,28,35,35,60,156
14,49,16,41,0,62,156
21,46,14,23,0,58,156
26,63,15,29,0,84,156
29,107,15,87,0,111,156
53,79,63,100,12,168,157
34,55,57,70,8,118,157
23,19,42,28,195,45,157
45,52,29,37,26,78,157
35,43,40,47,32,72,157
37,40,37,35,26,58,157
30,61,52,37,26,61,157
36,69,52,50,26,61,157
48,85,40,61,14,100,157
32,76,26,57,0,74,157
36,104,30,66,0,85,157
41,174,44,81,0,141,157
41,173,44,119,0,190,157
27,35,31,19,90,119,158
16,36,34,23,110,104,158
7,7,21,4,71,33,158
15,20,30,7,53,52,158
8,19,19,8,43,44,158
16,36,23,10,46,90,158
20,38,35,20,120,197,158
12,38,36,14,98,183,158
10,35,29,12,72,107,158
9,71,26,14,0,166,158
11,76,41,17,0,136,158
21,85,35,26,0,177,158
57,208,36,207,3,347,158
39,117,7,54,27,530,159
116,353,20,180,8,1756,159
5,27,0,26,0,84,159
17,62,0,33,0,167,159
1,1,0,2,0,2,160
4,5,0,7,1,20,160
2,34,2,21,0,94,161
11,60,0,16,2,157,161
3,28,0,27,3,210,162
12,70,1,20,4,162,162
4,34,0,19,0,56,163
23,41,0,30,0,53,163
9,51,2,36,7,129,164
17,100,1,50,7,220,164
0,1,0,0,0,0,165
5,15,0,17,0,11,166
14,75,0,15,0,1,166
4,12,3,37,7,116,167
22,61,0,31,6,200,167
17,29,4,51,0,165,168
14,74,0,33,8,304,168
20,22,2,18,2,163,169
27,46,1,26,3,480,169
14,39,11,44,8,384,170
29,76,1,52,12,461,170
11,30,0,43,0,122,171
14,64,0,21,1,148,171
2,22,2,25,1,176,172
25,41,0,34,0,249,172
28,26,0,29,0,200,172
4,49,5,47,1,188,173
11,124,0,37,0,321,173
8,8,0,7,1,9,174
7,21,0,15,0,10,174
2,5,0,6,0,17,175
9,31,0,13,1,88,175
18,35,2,50,2,152,176
62,94,0,96,3,377,176
5,46,0,1,23,43,177
16,96,0,46,0,217,177
3,21,0,23,0,78,178
19,74,0,47,1,174,178
6,5,0,10,0,64,179
6,14,0,6,0,79,179
5,38,3,19,12,199,180
14,47,1,18,4,254,180
20,35,2,45,3,206,180
30,74,1,41,2,404,180
11,37,20,10,1,132,181
76,195,2,91,0,491,181
26,16,0,11,0,34,181
19,27,1,15,0,114,181
11,24,2,45,3,75,182
18,66,0,51,7,133,182
8,17,0,13,0,12,183
3,32,0,11,10,90,184
19,68,0,107,7,417,184
18,34,0,34,0,81,184
25,71,0,29,0,110,184
9,11,0,10,0,50,185
19,49,0,33,0,28,185
1,0,0,7,0,7,186
0,5,0,2,0,5,186
1,2,0,6,0,0,186
